opeid,school,total,min_aid
00658300,Western Pennsylvania Hospital School Of Nursing,141885,70943
04221100,New Horizons Medical Institute,141871,70936
04218200,Paul Mitchell The School - Jersey Shore,141637,70819
04230900,Ricci'S Toni & Guy Hairdressing Academy/ Tigi Creative School,141397,70699
01004300,Bon Secours Memorial College Of Nursing,141069,70535
01016100,Loraines Academy & Spa,141007,70504
03263300,Traxler'S School Of Hair,140747,70374
01050100,Lakeview College Of Nursing,140717,70359
04163100,Summit Salon Academy - Gainesville,140570,70285
04223600,Academy Of Interactive Entertainment,140430,70215
01289600,"North Coast College, The",140180,70090
03696300,University Of The West,140086,70043
04123400,Yeshivas Be'Er Yitzchok,139993,69997
02546300,Yeshiva Of The Telshe Alumni,139972,69986
04231200,Neecee'S Barber College,139821,69911
03430300,Universal Therapeutic Massage Institute,139681,69841
04225500,Westchester School For Dental Assistants,139681,69841
04215200,Vibe Barber College,139552,69776
04216900,San Ignacio University,139442,69721
04149800,Somerset County Technology Center,139358,69679
04252300,Premier Barber Institute,139299,69650
04195500,Southern States University,139085,69543
04141000,Douglas J Aveda Institute-Chicago,138888,69444
02602100,Northwest College Of Art & Design,138482,69241
00835500,James Rumsey Technical Institute,138292,69146
04225000,Parisian Spa Institute,138096,69048
03823300,Florida Academy Of Health & Beauty,137965,68983
04220000,Designer Barber & Stylist School,137801,68901
00135200,Denver Seminary,137773,68887
04054300,Southwest Technical College,137095,68548
01274400,Southside College Of Health Sciences,137088,68544
00729100,St. Luke'S College,136761,68381
04224400,Networks Barber College,136724,68362
02063700,Sherman College Of Straight Chiropractic,136466,68233
00625700,Saint Elizabeth School Of Nursing,136328,68164
03011800,Ucas University Of Cosmetology Arts & Sciences,136263,68132
03496300,Yeshiva Shaarei Torah Of Rockland,136261,68131
04174900,Estelle International,136220,68110
04130600,Healing Arts Center,136151,68076
03970300,Hands On Therapy,135777,67889
02259400,Amberton University,135514,67757
04148500,Medical Institute Of Palm Beach,135341,67671
00369000,Marlboro College,135285,67643
03198400,Mid-Del Technology Center,135205,67603
04266300,Johnny Matthew'S Hairdressing Training School,135109,67555
02265600,John Jay Beauty College,135023,67512
04243300,Garden State Science And Technology Institute,134873,67437
03382300,North Florida Technical College,134851,67426
01090600,Cincinnati College Of Mortuary Science,134679,67340
04031300,Salon Professional Academy (The),134350,67175
04206800,Advance Beauty Techs Academy,134174,67087
02306200,Venango County Area Vocational Technical School,134117,67059
04227000,Abc Adult School,133978,66989
03094800,Industrial Management & Training Institute,133714,66857
01119200,Beth Hamedrash Shaarei Yosher Institute,133173,66587
02522700,Eastland-Fairfield Career And Technical Schools,133125,66563
04222200,Fab School (The),132973,66487
03027400,Avalon School Of Cosmetology,132880,66440
02330600,Pennsylvania Gunsmith School,132479,66240
04158000,Metro Beauty Academy,132460,66230
02174800,Michael'S School Of Hair Design & Esthetics Paul Mitchell Partner Scho,132378,66189
04221700,Zms The Academy,132113,66057
03070900,Southeast Missouri Hospital College Of Nursing And Health Sciences,131509,65755
02350200,Indiana County Technology Center,131498,65749
03617300,Healing Mountain Massage School,131175,65588
04220200,More Tech Institute,130953,65477
04158900,Flair Beauty College,130763,65382
03429600,Atlantic Institute Of Oriental Medicine,130647,65324
03577300,Coba Academy,130645,65323
02202200,Stylemasters College Of Hair Design,130349,65175
02234500,Boise Bible College,130055,65028
02143500,Sterling College,129712,64856
04234200,Center For Ultrasound Research & Education,129533,64767
04184900,College Of International Esthetics,129153,64577
02156200,Technical College Of The Rockies,128974,64487
02559500,Salon Professional Academy (The),128759,64380
02265100,Yeshiva Derech Chaim,128724,64362
02548500,Cosmetology Training Center,128629,64315
03469300,Ivaem College,127721,63861
00622500,Trinity College Of Nursing & Health Sciences,127554,63777
02159700,New Hope Christian College,127250,63625
03680300,Jay'S Technical Institute,126939,63470
04242800,Coalition Of African American Nurses,125975,62988
02056500,Mitchell'S Academy,125900,62950
01300800,Summit Salon Academy - Portland,125842,62921
03646300,Design'S School Of Cosmetology,125204,62602
01278300,Oswego County Boces,125152,62576
04275600,G.A. Beauty & Barber School,124879,62440
04174000,Skin Institute,124835,62418
04203200,Boise Barber College A D.Martin Academy,124720,62360
02187900,Ashtabula County Technical And Career Campus,124546,62273
03776400,Orion Institute,124387,62194
04224500,Trenz Beauty Academy,124177,62089
04188400,Bais Hamedrash And Mesivta Of Baltimore,124132,62066
03051400,Auburn Career Center,124034,62017
00266900,Bank Street College Of Education,124021,62011
02350100,Western Area Career & Technology Center,123771,61886
00794100,Salon Professional Academy (The),123699,61850
01062900,Pb Cosmetology Education Centre,122908,61454
04255300,Hoss Lee Academy,122657,61329
04189800,Academy For Salon Professionals,122587,61294
03173300,Atlanta'S John Marshall Law School,122500,61250
01198900,Talmudical Academy,122458,61229
04238200,Laredo Chi Academy Beauty School,122419,61210
03733300,Baptist University Of The Americas,122224,61112
04151500,American Academy Of Cosmetology,122040,61020
02534800,Fred W. Eberle Technical Center,121970,60985
04186600,Summit Salon Academy Kokomo,121654,60827
04159400,Columbia College Of Nursing,121544,60772
04204000,Aspen Beauty Academy - Laurel,121302,60651
04273900,Southeastern Esthetics Institute,121278,60639
04255600,International Diving Institute,121044,60522
04149400,Gary Manuel Aveda Institute,121011,60506
00765900,La' James College Of Hairstyling,120456,60228
03438300,Pacific Islands University,120440,60220
00466900,Upper Cape Cod Regional Technical School,120421,60211
02235900,Academy Of Hair Design #4,120390,60195
00915600,Wayne County Schools Career Center,120311,60156
03131300,Five Branches University,120172,60086
04154200,Carolina College Of Biblical Studies,119702,59851
02328500,Moler - Pickens Beauty College,119658,59829
04230300,Paul Mitchell The School Merrillville,119533,59767
00178300,Worsham College Of Mortuary Science,119293,59647
02197900,North Bennet Street School,119089,59545
00953100,Spa School (The),118984,59492
00992900,Suny College Of Optometry,118717,59359
00274000,Jewish Theological Seminary Of America (The),118674,59337
03759300,Stellar Career College,118426,59213
03103300,Jna Institute Of Culinary Arts,118411,59206
03324300,Central Career School,118376,59188
03065900,Buckeye Career Center,118342,59171
04202800,Panache Academy Of Beauty,118221,59111
04184500,Christine Valmy International School Of Esthetics & Cosmetology,118012,59006
00826900,Hillyard Technical Center,117910,58955
00288600,Albany Law School Of Union University,117773,58887
02158300,Mifflin County Academy Of Science And Technology,117767,58884
02616600,Shear Ego International School Of Hair Design,117714,58857
02519300,Ohio State School Of Cosmetology,117582,58791
02098400,Herkimer County  Boces Practical Nursing Program,117344,58672
02168900,Kansas Christian College,117258,58629
02069000,New York School Of Interior Design,117250,58625
04265400,Ann Webb Skin Institute,117072,58536
04226000,Bos-Man'S Barber College,117057,58529
04224700,Jb'S Hair Design And Barber College,116861,58431
04229900,Debutantes School Of Cosmetology And Nail Technology,116746,58373
01085400,Thomas Jefferson School Of Law,116684,58342
02544300,Butler Beauty Academy,116401,58201
04206700,Elite Welding Academy,115917,57959
04191500,Tooele Technical College,115803,57902
03536300,Institute For Therapeutic Massage,115588,57794
02192400,"Mr. John'S School Of Cosmetology, Esthetics & Nails",115442,57721
04215900,Yeshiva Gedolah Kesser Torah,115347,57674
00274900,New York College Of Podiatric Medicine,115225,57613
00895500,Salon Professional Academy (The),114999,57500
03107000,Southwest College Of Naturopathic Medicine & Health Sciences,114934,57467
03570300,Carolina Christian College,114861,57431
04148200,Beyond 21St Century Beauty Academy,114734,57367
02250900,Eastern Oklahoma County Technology Center School District #23,114478,57239
02517500,Aaniiih Nakoda College,114359,57180
04213800,Salon Professional Academy (The),114277,57139
04204800,American College Of Barbering,114269,57135
04269500,Goshen School Of Cosmetology,114257,57129
02536700,Bell Mar Beauty College,113974,56987
03874400,Community Christian College,113974,56987
03027200,Blades School Of Hair Design,113715,56858
00553100,Grand River Technical School,113559,56780
03008700,Southwest Technology Center School District # 27,113543,56772
02199300,Orleans Niagara Boces,113519,56760
03773300,Center For Natural Wellness School Of Massage Therapy,113394,56697
04229000,Barber Institute Of Texas,113248,56624
02285500,Creative Circus (The),113193,56597
02337900,College Of Hair Design Careers,112927,56464
04264900,Yeshiva Chemdas Hatorah,112892,56446
04161700,Shasta School Of Cosmetology,112740,56370
03002000,Hairmasters Institute Of Cosmetology,112704,56352
01192100,Westchester School Of Beauty Culture,112451,56226
02586400,Trumbull Career And Technical Center-Adult Training Center,112359,56180
03070200,Central College Of Cosmetology,112354,56177
03088800,"Watkins College Of Art, Design & Film",112124,56062
04116900,Digrigoli School Of Cosmetology,111760,55880
03005700,Detroit Business Institute - Downriver,111552,55776
00999200,Oak Hills Christian College,111319,55660
03078400,Cameo Beauty Academy,111227,55614
00274100,American Jewish University,111218,55609
02118000,Levittown Beauty Academy,111172,55586
01252300,Talmudical Yeshiva Of Philadelphia,111069,55535
00215400,Hellenic College & Holy Cross Greek Orthodox School Of Theology,111043,55522
00299100,Lake Region State College,110878,55439
03235300,Massachusetts School Of Law At Andover,110861,55431
04189700,California Miramar University,110771,55386
00924800,Samaritan Hospital School Of Nursing,110633,55317
02183600,Capri Institute Of Hair Design,110520,55260
02494800,Cr'U Institute Of Cosmetology And Barbering,110487,55244
02242400,Henrico County-Saint Mary'S Hospital School Of Practical Nursing,110429,55215
04127500,Cde Career Institute,110238,55119
04135000,Cozmo Beauty School,110109,55055
03023700,Madison Adult Career Center,110102,55051
03100100,Paramount Beauty Academy,109818,54909
01293000,Charles & Sue'S School Of Hair Design,109527,54764
04223200,Grace International Beauty School,109223,54612
04251500,Beth Medrash Of Asbury Park,109145,54573
01063000,Northern Institute Of Cosmetology,108952,54476
01240700,Schuyler Steuben Chemung Tioga Allegany Boces,108927,54464
02338600,Charzanne Beauty College,108888,54444
00744700,Del-Mar-Va Beauty Academy,108845,54423
00983100,Model College Of Hair Design,108435,54218
04236400,Sandra Academy Of Salon Services,108427,54214
03015100,Alliance Career Center,108179,54090
04231000,Studio Beauty School,108031,54016
02245600,Warren County Career Center,107854,53927
00886400,Arizona Academy Of Beauty,107836,53918
00168500,Hebrew Theological College,107582,53791
02551100,Pj'S College Of Cosmetology,107097,53549
03441300,Iowa School Of Beauty,106994,53497
04180200,Long Island Nail Skin & Hair Institute,106834,53417
02326000,Ucas University Of Cosmetology Arts & Sciences,106620,53310
02251200,Schuylkill Technology Centers,106526,53263
00888600,Portage Lakes Career Center,106470,53235
03098300,Putnam Career & Technical Center,106383,53192
01174400,National Beauty College,106210,53105
03076500,Fayette Institute Of Technology,106163,53082
00865800,O'Briens Aveda Institute,106040,53020
04226100,Lawrence & Company College Of Cosmetology,106027,53014
04163400,Cosmo Beauty Academy,105841,52921
04246000,Michael K. Galvin Beauty & Business Academy,105677,52839
02535500,Mercer County Technical Education Center,105541,52771
01234700,Phagans' Central Oregon Beauty College,105390,52695
02146800,Joe Kubert School Of Cartoon & Graphic Art (The),105343,52672
01005200,Jefferson Lewis Boces Program Of Practical Nursing,105234,52617
03783300,Blue Cliff Career College,105082,52541
00953000,Gerber Akron Beauty School,104975,52488
04185900,Elite School Of Cosmetology,104805,52403
02272900,Rockland County Boces Adult Education,104744,52372
00951500,J. Michael Harrold Beauty Academy,104382,52191
03491400,American Advanced Technicians Institute,104373,52187
01109800,Flint Institute Of Barbering,104198,52099
00405400,Hebrew Union College - Jewish Institute Of Religion,104168,52084
03009400,Nuvani Institute,104127,52064
04272800,Independent Training & Apprenticeship Program,104035,52018
04272100,Princess Institute Of Beauty,103999,52000
02560600,Pinnacle Institute Of Cosmetology,103889,51945
04112300,Louisiana Culinary Institute,103694,51847
02223300,Magdalen College,103591,51796
03032400,Kc'S School Of Hair Design,103552,51776
01249600,Evergreen Beauty And Barber College,103456,51728
04209800,Hinton Barber And Beauty College,103446,51723
02545200,Chief Dull Knife College,103368,51684
04156000,Academy Of Cosmetology & Esthetics Nyc (The),102983,51492
02324400,Allstate Hairstyling & Barber College,102790,51395
03519300,Missouri College Of Cosmetology North,102704,51352
03043100,Thomas More College Of Liberal Arts,102524,51262
02251600,Academy Of Hair Design #6,102117,51059
04258000,Seattle Film Institute,101834,50917
03583300,Ohio Institute Of Allied Health,101503,50752
02352500,Cloyd'S Beauty School #3,101047,50524
03098000,St. John'S College,100955,50478
04245400,Infinity College,100915,50458
04264800,J'S Barber College,100902,50451
04166800,Summit Salon Academy,100760,50380
02363800,Yeshiva Gedolah Of Greater Detroit,100742,50371
02520300,Interior Designers Institute,100622,50311
04014400,Palladium Technical Academy,100425,50213
03116200,Dayton Barber College,100249,50125
02232500,Union County Vocational Technical Schools,100104,50052
02603700,Oregon College Of Oriental Medicine,100095,50048
00717800,Western Seminary,100084,50042
00485500,Davis College,99923,49962
00650700,Trinity Health System School Of Nursing,99922,49961
02167800,Estes Institute Of Cosmetology Arts & Sciences,99744,49872
00895900,Clarksburg Beauty Academy & School Of Massage Therapy,99727,49864
02284200,New Tyler Barber College,99723,49862
04179700,United Beauty College,99695,49848
04193800,Shepherds College,99604,49802
04224600,Barber School Of Pittsburgh,99473,49737
03453400,Shawnee Beauty College,99268,49634
04249300,Salon Boutique Academy,98873,49437
04176700,Aveda Institute Boise,98861,49431
03986300,Aviator College Of Aeronautical Science & Technology,98828,49414
04277700,California College Of Barbering And Cosmetology,98672,49336
04246100,Nashville Film Institute,98653,49327
02222000,American Film Institute Conservatory,98640,49320
04262100,My Beauty & Barber College,98476,49238
00202700,Saint Joseph Seminary College,98377,49189
04193100,Alexander Academy,98351,49176
02269300,Stevenson Academy Of Hair Design,98324,49162
02154400,Beau Monde Academy Of Cosmetology,98322,49161
02254000,New England Culinary Institute,98063,49032
03832400,Cosmetology School Of Arts And Sciences,97960,48980
02154000,Divers Academy Of The Eastern Seaboard,97783,48892
04195300,Elevate Salon Institute,97669,48835
01288000,Celebrity Stylist Beauty School,97628,48814
04125500,Manuel & Theresa'S School Of Hair Design,97462,48731
02124000,Orange Ulster Boces School Of Practical Nursing,97357,48679
02517100,Sarasota School Of Massage Therapy,97165,48583
02619200,Denham Springs Beauty College,97153,48577
00959000,Summit Salon Academy Kansas City,97014,48507
03713300,Beis Medrash Heichal Dovid,96883,48442
02236400,"Thanh Le College, School Of Cosmetology",96857,48429
03264300,South Florida Bible College And Theological Seminary,96848,48424
01274300,Benjamin Franklin Career & Technical  Center,96740,48370
00339300,Westminster Theological Seminary,96630,48315
02302800,Mississippi College Of Beauty Culture,96624,48312
04152200,Carthage R-9 School District/Carthage Technical Center,96621,48311
03374300,Florida Coastal School Of Law,96603,48302
03894300,Huntsville Bible College,96521,48261
01163100,D'Jay'S Institute Of Cosmetology And Esthiology,96315,48158
04205300,Mitsu Sato Hair Academy,96274,48137
04256400,San Bernardino Beauty College,96223,48112
04124100,Elite College Of Cosmetology,96164,48082
02103700,Capri Institute Of Hair Design,96142,48071
04140200,"Mississippi Institute Of Aesthetics, Nails, & Cosmetology",96122,48061
02140400,St. Joseph Hospital Of Nashua N.H.D/B/A St. Joseph School Of Nursing,96027,48014
04129900,Florida School Of Massage,96011,48006
02529500,Hamrick School,95932,47966
02078800,Collectiv Hair Dressing Academy,95923,47962
02511500,"Joffrey Ballet School, American Ballet Center",95735,47868
04029300,Trendsetters Of Fl. School Of Beauty & Barbering,95086,47543
04219000,Iglobal University,95038,47519
00947500,Educators Of Beauty College Of Cosmetology,94989,47495
02265500,Capri Institute Of Hair Design,94976,47488
04237200,Montefiore School Of Nursing,94873,47437
02587700,Hair Professionals Career College,94467,47234
02159100,Appalachian Beauty School,94425,47213
04234600,Park Place Premier Barber School,94356,47178
03995300,University Of East-West Medicine,94275,47138
03814300,Turning Point Beauty College,94238,47119
03822300,Paul Mitchell The School - Madison,94232,47116
03082100,Myotherapy College Of Utah,94214,47107
02153600,Broome Delaware Tioga Boces Program Of Practical Nursing,94163,47082
00527900,Greater Lowell Regional Vocational Technical School,94030,47015
02349500,Cannella School Of Hair Design,93948,46974
03403300,Epic Bible College,93800,46900
03052000,Meredith Manor International Equestrian Centre,93719,46860
01290400,Monongalia County Technical Education Center (Mtec),93681,46841
04246900,Piberry Institute,93447,46724
03203300,New York Institute Of Massage,93376,46688
01081300,American Academy Mcallister Institute,93366,46683
04254900,Cincinnati School Of Barbering & Hair Design,93183,46592
01064100,Southern Westchester Boces,92799,46400
04165500,Acaydia Spa And School Of Aesthetics,92748,46374
03611300,Brighton Center'S Center For Employment Training,92638,46319
04117700,"Monroe 2 - Orleans Boces, Center For Workforce Development",92085,46043
03570400,English Center (The),91968,45984
02578400,Maryland University Of Integrative Health,91890,45945
04261500,Mechon L'Hoyroa,91885,45943
04263000,Harmony Health Care Institute,91855,45928
04132600,Paul Mitchell The School - Lincoln,91829,45915
00639200,Research Medical Center,91737,45869
04267500,International Barber College,91467,45734
00655100,St Margaret Memorial Hospital School Of Nursing,91302,45651
04232300,Hvac Technical Institute,90904,45452
00411700,Grady Health System,90793,45397
04144400,Academy Of Hair Design (The),90375,45188
02520800,Merrell University Of Beauty Arts & Science,90177,45089
04211000,Salon Professional Academy (The),90139,45070
02061000,Venus Beauty Academy,89682,44841
02126300,Madison Oneida Boces Practical Nursing Program,89648,44824
04134000,"John Paolo'S Xtreme Beauty Institute, Goldwell Products Artistry",89593,44797
00791600,Franklin County Career And Technology Center,89503,44752
03962300,American Institute Of Massage Therapy,89422,44711
04217500,J D Academy Of Salon And Spa,89296,44648
00928300,Midway Paris Beauty School,89208,44604
02275800,Mr. Leon'S School Of Hair Design,89201,44601
02327800,Pineville Beauty School,89065,44533
00738800,Long Island Beauty School,88800,44400
04181600,Integrity College Of Health,88763,44382
02314000,Elevate Salon Institute,88720,44360
00470700,Covenant Theological Seminary,88666,44333
04264600,Hogan Institute Of Cosmetology And Esthetics,88626,44313
04251700,Hope College Of Arts And Sciences,88555,44278
04248400,Academy Of Interactive Entertainment,88545,44273
04066300,Cardiac And Vascular Institute Of Ultrasound,88302,44151
04270100,Delta Designs Cosmetology School,88170,44085
03293300,Strand College Of Hair Design,87957,43979
02169600,Clearfield County Career And Technology Center,87950,43975
04142500,Touro University Worldwide,87768,43884
03922300,South Texas Barber College,87713,43857
01292900,South Hills Beauty Academy,87671,43836
04148800,Centerpoint Massage & Shiatsu Therapy School & Clinic,87374,43687
04223400,Interamerican Technical Institute,87212,43606
04255400,Regan Career Institute,87162,43581
02600500,Wes Watkins Technology Center School District #25,87161,43581
03916300,Eclips School Of Cosmetology And Barbering,87102,43551
04276100,Champion Christian College,87078,43539
04219100,Alexander Paul Institute Of Hair Design,86901,43451
04264400,Yeshiva Gedolah Tiferes Boruch,86883,43442
03185300,Phagans' Grants Pass College Of Beauty,86854,43427
00644300,Cochran School Of Nursing Saint John'S Riverside Hosp,86672,43336
02073200,Telshe Yeshiva-Chicago,86628,43314
00325100,Curtis Institute Of Music,86460,43230
00959500,Cannella School Of Hair Design,86227,43114
00500800,Mountain State College,86177,43089
04260400,Cutting Edge Academy,85930,42965
02600000,"Northwest Technology Center, School District 10",85786,42893
04167300,Salon Professional Academy (The),85687,42844
02050300,Academy College,85565,42783
04252000,Yeshiva Gedolah Shaarei Shmuel,85372,42686
02552400,Academy Of Hair Technology,85165,42583
04240700,Image Maker Beauty Institute,85137,42569
00552300,Blue Hills Regional Technical School,84964,42482
02267100,Exposito School Of Hair Design,84964,42482
02214500,Salem College Of Hairstyling,84962,42481
03072600,Dci Career Institute,84945,42473
04212100,Academy Of Salon Professionals,84787,42394
03429300,Seacoast Career Schools,84741,42371
03443300,New York College Of Traditional Chinese Medicine,84673,42337
01220300,St. Peter'S Hospital College Of Nursing,84543,42272
04249800,Dolce Llc The Academy,84286,42143
03367300,Professional Golfers Career College,84229,42115
03457300,Allegheny Wesleyan College,83992,41996
04229700,First Coast Barber Academy,83945,41973
03772300,Saginaw Chippewa Tribal College,83912,41956
02553700,Nueta Hidatsa Sahnish College,83694,41847
03876300,Culpeper Cosmetology Training Center,83682,41841
03082900,Rosel School Of Cosmetology,83474,41737
04209200,South Dade Technical College-South Dade Skills Center Campus,83362,41681
03740400,Ati College,83260,41630
01234800,Phagans' Beauty College,83228,41614
02536400,Louisiana Academy Of Beauty,83167,41584
02573100,Evans Hairstyling College Of Cedar City,83133,41567
04273500,Winonah'S International School Of Cosmetology,82925,41463
00843700,Clinton-Essex-Warren-Washington Boces,82722,41361
04243500,Barber Tech Academy,82720,41360
02230900,Fredrick And Charles Beauty College,82451,41226
02220000,Colleen O'Hara'S Beauty Academy,82427,41214
01171500,Joseph F. Mccloskey School Of Nursing At Schuylkill Health,82249,41125
04242300,Dalton Institute Of Esthetics And Cosmetology,82217,41109
01191900,Beaver Falls Beauty Academy,82135,41068
02169900,Assabet Valley Regional Vocational School,82100,41050
04174200,All Beauty College,82062,41031
02609000,Emperor'S College Of Traditional Oriental Medicine,82054,41027
01074100,Academy Of Salon And Spa,81774,40887
04204300,"Aesthetic Science Institute, Llc (The)",81723,40862
03007100,Hot Springs Beauty College,81480,40740
00551900,Diman Regional Vocational Technical Institute,81241,40621
04152700,Astrodome Career Centers,81224,40612
04233900,Atlantis University,80885,40443
00312200,United Theological Seminary,80709,40355
03061200,Midwest College Of Oriental Medicine,80513,40257
01202000,Victoria Beauty College,79984,39992
04158800,Theatre Of Arts,79898,39949
00643500,Arnot Ogden Medical Center,79464,39732
04262200,Elyon College,79445,39723
04239500,Virginia University Of Integrative Medicine,79436,39718
02058600,Bk Cosmo College Of Cosmetology,79091,39546
04132400,Academy Of Esthetics And Cosmetology,79073,39537
00745900,Paier College Of Art,78906,39453
00644800,"Ellis Medicine, The Belanger School Of Nursing",78739,39370
02211600,Paul Mitchell The School Portsmouth,78689,39345
02601100,Opelousas School Of Cosmetology,78578,39289
04262900,Western Michigan University Homer Stryker M.D. School Of Medicine,78563,39282
04268300,Rexburg College Of Massage Therapy,78561,39281
03757300,Advance Science International College,78324,39162
04144000,Fairfax University Of America,78295,39148
03316400,Fine Mortuary College,78045,39023
04255500,Alabama School Of Nail Technology & Cosmetology,77735,38868
04267700,Esthetic Institute (The),77722,38861
02550800,Nebraska Indian Community College,77576,38788
04250200,Focus Personal Training Institute,77434,38717
00363500,Texas Chiropractic College,77399,38700
02304800,Pj'S College Of Cosmetology,77190,38595
00790000,Butte Academy Of Beauty Culture,77189,38595
02173900,Ulster County Boces School Of Practical Nursing,76934,38467
03117000,Ashland County - West Holmes Career Center - Adult Education,76818,38409
04256100,Indiana College Of Sports & Medical Massage,76551,38276
02171900,Ailey School (The),76403,38202
03054100,Royale College Of Beauty And Barbering,76241,38121
01244600,Universal College Of Beauty,76226,38113
02312000,Bergen County Technical Schools,76107,38054
02526100,Jenny Lea Academy Of Cosmetology,76044,38022
02188900,Hobe Sound Bible College,75745,37873
00658200,Washington Hospital (The),75704,37852
04179800,Sotheby'S Institute Of Art - Ny,75653,37827
04244100,Construction Training Center,75525,37763
02285700,Bayshire Beauty Academy,75520,37760
02497500,Clinton Technical School,75280,37640
04168800,Abc Beauty Academy,75257,37629
04209500,Shear Finesse Beauty Academy,75116,37558
03829500,Skinworks School Of Advanced Skincare,74698,37349
03691400,Ave Maria School Of Law,74489,37245
04125600,Career School Of Ny,74214,37107
00231300,Sacred Heart Major Seminary,74193,37097
02521800,Seguin Beauty School,74070,37035
04178500,Vogue College Of Cosmetology,74042,37021
02280500,Charles Of Italy Beauty College,74036,37018
00235700,Luther Seminary,74012,37006
02524500,Ralph R Willis Career And Technical Center,73861,36931
00243500,Southeastern Baptist College,73845,36923
04216100,Yeshiva Yesodei Hatorah,73641,36821
02116900,Upper Valley Career Center,73618,36809
02057400,Roane Jackson Technical Center,73406,36703
02353100,Northern Tier Career Center,73110,36555
02329900,Florida Institute Of Ultrasound,73059,36530
03608300,Caribbean Forensic & Technical College,72934,36467
03220300,"Professional Hair Design Academy, The",72826,36413
03077500,Rabbi Jacob Joseph School,72804,36402
02491000,West Michigan College Of Barbering And Beauty,72745,36373
03584400,Colorado School Of Healing Arts,72624,36312
00927700,E C Goodwin Technical High School,72504,36252
02061600,Wayne'S College Of Beauty,72461,36231
04231300,Yahweh Beauty Academy,72253,36127
04169400,Northern Virginia School Of Therapeutic Massage,71989,35995
00320300,Mount Angel Seminary,71691,35846
04239000,B-Unique Beauty And Barber Academy,71620,35810
04134300,Evans Hairstyling College,71597,35799
04173700,Grace College Of Divinity,71597,35799
04190500,New York School Of Esthetics & Day Spa,71583,35792
04055300,Creative Hair School Of Cosmetology,71456,35728
03160300,Alaska Vocational Technical Center,71437,35719
00311400,Firelands Regional Medical Center,71365,35683
03786300,Advanced College,71329,35665
03881400,European Massage Therapy School  (The),71306,35653
00224200,Calvin Theological Seminary,71301,35651
04161900,Mandalyn Academy,71253,35627
00820000,Upmc Jameson School Of Nursing,71186,35593
02518900,Barrett & Company School Of Hair Design,70869,35435
04145000,San Diego Culinary Institute,70731,35366
04197500,University Academy Of Hair Design,70719,35360
04132800,Inland Massage Institute,70663,35332
04256700,Reformed University,70509,35255
02182200,New School Center For Media,70490,35245
03347300,International Baptist College And Seminary,70347,35174
04128800,Branford Academy Of Hair & Cosmetology,70305,35153
02126500,Enid Beauty College,70272,35136
04188700,Asi Career Institute,70108,35054
04267900,Brown Beauty Barber School,70098,35049
02588500,Ohio State School Of Cosmetology,70032,35016
04177600,Lindsey Institute Of Cosmetology,69690,34845
04101300,Carolina School Of Broadcasting,69411,34706
03923300,Precision Manufacturing Institute,69348,34674
02335700,Baton Rouge General Medical Center,69310,34655
02315500,Toledo Academy Of Beauty Culture - East,69228,34614
03062400,Mount Diablo Adult Education,68958,34479
00657800,Sharon Regional School Of Nursing,68940,34470
03002100,Kentucky Mountain Bible College,68799,34400
04139400,Hair Academy (The),68765,34383
03650300,Tri-Community Adult Education,68720,34360
00156000,Columbia Theological Seminary,68698,34349
00311500,Rabbinical College Of Telshe,68695,34348
04118600,Tricoci University Of Beauty Culture,68585,34293
04164700,Keweenaw Bay Ojibwa Community College,68566,34283
04141100,French Academy Of Cosmetology,68450,34225
04238700,Dermal Science International Aesthetics & Nail Academy,68341,34171
02257400,Arnold'S Beauty School,68240,34120
03702300,Delaware Learning Institute Of Cosmetology,68172,34086
01152300,Morris County School Of Technology,68148,34074
04081300,Bais Medrash Toras Chesed,68038,34019
03801400,Beauty Institute (The),67958,33979
04244700,Med Academy,67956,33978
02060900,Brown College Of Court Reporting,67945,33973
04225900,Setting The Standard Barbering And Natural Hair Academy,67932,33966
04241800,Academy Of Professional Cosmetology,67844,33922
04157200,Love Beauty School,67806,33903
02356600,Charleston Cosmetology Institute,67783,33892
04269600,Ibs School Of Cosmetology And Massage,67672,33836
02531200,Formations Institute Of Cosmetology & Barbering Llc,67651,33826
00960000,"Cosmetology Careers Unlimited College Of Hair, Skin, And Nails",67512,33756
02065700,California Beauty College,67420,33710
01173500,Pike Lincoln Technical Center,67332,33666
04251000,Inter American University Of Puerto Rico - School Of Optometry,66924,33462
04274700,Centralia Beauty College,66750,33375
02191600,Torah Temimah Talmudical Seminary,66694,33347
04267800,Bais Binyomin Academy,66331,33166
00397400,Mesivtha Tifereth Jerusalem Of America,66112,33056
04189000,Barber & Beauty Institute Of New York,66110,33055
00128800,Claremont School Of Theology,66104,33052
04138200,Salon Professional Academy (The),65719,32860
02087600,Concordia Theological Seminary,65681,32841
02604700,Center For Advanced Legal Studies,65587,32794
00492400,Forrest College,65558,32779
04257700,Totally Cosmo School Of Modern Cosmetology,65291,32646
02510300,Beauty Technical College,65203,32602
02587600,Orlo School Of Hair Design & Cosmetology (The),65152,32576
04243100,Alhambra Medical University,65078,32539
04228400,Beyond Measure Barbering Institute,65065,32533
02262500,Faust Institute Of Cosmetology,65010,32505
04257900,American Barber And Beauty Academy,64928,32464
03109800,Ponca City Beauty College,64850,32425
02495000,Robert Paul Academy Of Cosmetology Arts & Sciences,64827,32414
04083300,Academy For Careers And Technology,64795,32398
04269300,Yeshiva Gedolah Of Cliffwood,64764,32382
